# NIEM Type Directory — one line per type for efficient semantic matching
# Format: qname | baseType | pattern | propCount | definition | topProperties
# Total: 2802 types
#
hs:ParentChildAssociationType | nc:AssociationType | association | 10 | A data type for an association between a child and a person who is in a parent role toward that child. | BiologicalParentDeterminationDescriptionText, BiologicalParentDeterminationMethodCode, Child, ChildBirthOrderNumeric, HouseholdMemberIndicator, Parent, ParentChildAssociationAugmentationPoint, ParentChildKinshipCategoryAbstract
hs:ParentChildKinshipCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for describing the nature of the relationship from a parent to a child | -
hs:ParentChildKinshipCategoryCodeType | hs:ParentChildKinshipCategoryCodeSimpleType | complex_value | 0 | A data type for describing the nature of the relationship from a parent to a child | -
hs:ParticipantCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for a kind of participant. | -
hs:ParticipantCategoryCodeType | hs:ParticipantCategoryCodeSimpleType | complex_value | 0 | A data type for a kind of participant. | -
hs:ParticipantRoleCodeListCodeSimpleType | xs:token | simple_value | 0 | A data type for a participant role. | -
hs:ParticipantRoleCodeListCodeType | hs:ParticipantRoleCodeListCodeSimpleType | complex_value | 0 | A data type for a participant role. | -
hs:PatientLocationCodeSimpleType | xs:token | simple_value | 0 | A data type for a location of a patient. | -
hs:PatientLocationCodeType | hs:PatientLocationCodeSimpleType | complex_value | 0 | A data type for a location of a patient. | -
hs:PatientType | nc:PersonType | object | 8 | A data type for a person receiving medical care. | CustodialEntity, MedicalSummary, PatientAugmentationPoint, PatientLocationAbstract, PatientNameOfAnimalText, ProviderEntity, ReportingEntity, SpeciesAbstract
hs:PersonCaseAssociationType | nc:AssociationType | association | 3 | A data type for a relationship between a person and a case. | Case, Person, PersonCaseAssociationAugmentationPoint
hs:PersonGenderIdentityCodeSimpleType | xs:token | simple_value | 0 | A data type for a gender of a person's identity. | -
hs:PersonGenderIdentityCodeType | hs:PersonGenderIdentityCodeSimpleType | complex_value | 0 | A data type for a gender of a person's identity. | -
hs:PersonOtherKinAssociationCodeSimpleType | xs:token | simple_value | 0 | A data type for describing the nature of the kinship or other close personal relationship from a source person to a targ | -
hs:PersonOtherKinAssociationCodeType | hs:PersonOtherKinAssociationCodeSimpleType | complex_value | 0 | A data type for describing the nature of the kinship or other close personal relationship from a source person to a targ | -
hs:PersonOtherKinAssociationType | nc:AssociationType | association | 6 | A data type for a relationship that is a kinship or other close personal association between the source object and the t | FamilyIdentification, HouseholdMemberIndicator, PersonOtherKinAssociationAugmentationPoint, PersonOtherKinAssociationCategoryAbstract, SourcePerson, TargetPerson
hs:PersonRoleCodeSimpleType | xs:token | simple_value | 0 | A data type for a person role. | -
hs:PersonRoleCodeType | hs:PersonRoleCodeSimpleType | complex_value | 0 | A data type for a person role. | -
hs:PersonSexualOrientationCodeSimpleType | xs:token | simple_value | 0 | A data type for a target gender of the sexual interest of a person. | -
hs:PersonSexualOrientationCodeType | hs:PersonSexualOrientationCodeSimpleType | complex_value | 0 | A data type for a target gender of the sexual interest of a person. | -
hs:PetitionCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for the type of petition filed. | -
hs:PetitionCategoryCodeType | hs:PetitionCategoryCodeSimpleType | complex_value | 0 | A data type for the type of petition filed. | -
hs:PetitionerChildAssociationType | nc:AssociationType | association | 4 | A data type for an association between a petitioner and a child. | Child, PersonAssociationCategoryAbstract, Petitioner, PetitionerChildAssociationAugmentationPoint
hs:PetitionerType | nc:PersonType | object | 1 | A data type for information about the person filing the petition. | PetitionerAugmentationPoint
hs:PharmacistType | nc:PersonType | object | 3 | A data type for a person who is professionally qualified to prepare and dispense medicinal drugs. | NPIIdentification, PharmacistAugmentationPoint, StateLicenseIdentification
hs:PlacementLocationCodeSimpleType | xs:token | simple_value | 0 | A data type for a list that describes the location of a child or youth's placement. | -
hs:PlacementLocationCodeType | hs:PlacementLocationCodeSimpleType | complex_value | 0 | A data type for a list that describes the location of a child or youth's placement. | -
hs:PlacementSettingCodeSimpleType | xs:token | simple_value | 0 | A data type for a placement setting code. | -
hs:PlacementSettingCodeType | hs:PlacementSettingCodeSimpleType | complex_value | 0 | A data type for a placement setting code. | -
hs:PlacementSettingRemunerationCodeSimpleType | xs:token | simple_value | 0 | A data type for a placement setting remuneration. | -
hs:PlacementSettingRemunerationCodeType | hs:PlacementSettingRemunerationCodeSimpleType | complex_value | 0 | A data type for a placement setting remuneration. | -
hs:PlacementType | nc:ActivityType | object | 9 | A data type for the placement history of a child or youth. | AdoptionFosterCareHomeStudyText, ChangeOfSchoolIndicator, ICPCPlacementApprovalIndicator, LevelOfCareCategoryAbstract, PlacementAugmentationPoint, PlacementCategoryAbstract, PlacementCategoryRestrictivenessText, PlacementChangeReasonAbstract
hs:PolyvictimizationCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for a kind of additional victimization | -
hs:PolyvictimizationCategoryCodeType | hs:PolyvictimizationCategoryCodeSimpleType | complex_value | 0 | A data type for a kind of additional victimization. | -
hs:PreScreeningType | nc:ActivityType | object | 3 | A data type for an activity to identify that a person is a victim of human trafficking using a pre-screening tool or pro | PreScreeningAugmentationPoint, PreScreeningToolAdministrator, PreScreeningToolText
hs:PrescriptionType | nc:ActivityType | object | 20 | A data type for the details of written instructions from a physician or dentist to a druggist concerning the form and do | Dispenser, Drug, DrugDispensedQuantity, DrugDosageUnitsAbstract, DrugPartialFillIndicator, DrugRefillNumberCountQuantity, DrugRefillsAuthorizedQuantity, MethodOfPaymentAbstract
hs:PresentingProblemCodeSimpleType | xs:token | simple_value | 0 | A data type for describing problems presented at intake. | -
hs:PresentingProblemCodeType | hs:PresentingProblemCodeSimpleType | complex_value | 0 | A data type for describing problems presented at intake. | -
hs:PriorDetentionType | - | object | 14 | A data type for describing a prior detention. | PriorDetentionActualReleaseDate, PriorDetentionAugmentationPoint, PriorDetentionCompletionStatus, PriorDetentionDescriptionText, PriorDetentionHoldingForCountyAbstract, PriorDetentionIntakeDate, PriorDetentionPersonFingerprintedIndicator, PriorDetentionPersonInvolvedVictimNotificationIndicator
hs:PriorInterventionCodeSimpleType | xs:token | simple_value | 0 | A data type for describing a prior intervention. | -
hs:PriorInterventionCodeType | hs:PriorInterventionCodeSimpleType | complex_value | 0 | A data type for describing a prior intervention. | -
hs:ProblemTreatmentHistoryCodeSimpleType | xs:token | simple_value | 0 | A data type listing the kinds of recommended treatment for the presented problem in a prior intervention. | -
hs:ProblemTreatmentHistoryCodeType | hs:ProblemTreatmentHistoryCodeSimpleType | complex_value | 0 | A data type for describing the kinds of recommended treatment for the presented problem in a prior intervention. | -
hs:ProspectiveVictimCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for a kind of identification of a prospective or potential victim of human trafficking. | -
hs:ProspectiveVictimCategoryCodeType | hs:ProspectiveVictimCategoryCodeSimpleType | complex_value | 0 | A data type for a kind of identification of a prospective or potential victim of human trafficking. | -
hs:ProspectiveVictimStatusType | nc:StatusType | object | 3 | A data type for the status of a prospective or potential victim. | ProspectiveVictimCategoryAbstract, ProspectiveVictimIndicator, ProspectiveVictimStatusAugmentationPoint
hs:PutativeParentChildAssociationType | hs:BiologicalParentChildAssociationType | association | 3 | A data type for an association between a child and a person who is alleged to be the child's biological parent. | BiologicalParentDeterminationDate, BiologicalParentDeterminationStatusAbstract, PutativeParentChildAssociationAugmentationPoint
hs:ReasonForPlacementChangeCodeSimpleType | xs:token | simple_value | 0 | A data type for describing the reason for change in placement. | -
hs:ReasonForPlacementChangeCodeType | hs:ReasonForPlacementChangeCodeSimpleType | complex_value | 0 | A data type for describing the reason for the change in placement. | -
hs:RelatedCaseType | nc:CaseType | object | 3 | A data type for a case which is related in some way to another. | OrganizationCaseID, OrganizationIdentification, RelatedCaseAugmentationPoint
hs:ReportingOrganizationCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for a kind of an organization reporting information. | -
hs:ReportingOrganizationCategoryCodeType | hs:ReportingOrganizationCategoryCodeSimpleType | complex_value | 0 | A data type for a kind of an organization reporting information. | -
hs:ReportingOrganizationClassCodeSimpleType | xs:token | simple_value | 0 | A data type for a class of an organization reporting information. | -
hs:ReportingOrganizationClassCodeType | hs:ReportingOrganizationClassCodeSimpleType | complex_value | 0 | A data type for a class of an organization reporting information. | -
hs:ReportingOrganizationType | nc:OrganizationType | object | 3 | A data type for an organization reporting information. | ReportingOrganizationAugmentationPoint, ReportingOrganizationCategoryAbstract, ReportingOrganizationClassAbstract
hs:RepresentationAppointmentCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for the type of appointment that is made | -
hs:RepresentationAppointmentCategoryCodeType | hs:RepresentationAppointmentCategoryCodeSimpleType | complex_value | 0 | A data type for the type of appointment that is made | -
hs:RequiredPartyType | nc:PersonType | object | 1 | A data type for the party required to the next court event. | RequiredPartyAugmentationPoint
hs:SSNCategoryCodeListCodeSimpleType | xs:token | simple_value | 0 | A data type for a kind of SSN. | -
hs:SSNCategoryCodeListCodeType | hs:SSNCategoryCodeListCodeSimpleType | complex_value | 0 | A data type for a kind of SSN. | -
hs:SSNVerificationIndicatorCodeSimpleType | xs:token | simple_value | 0 | A data type for a verification of a SSN by the Social Security Administration (SSA). | -
hs:SSNVerificationIndicatorCodeType | hs:SSNVerificationIndicatorCodeSimpleType | complex_value | 0 | A data type for a verification of a SSN by the Social Security Administration (SSA). | -
hs:SchoolAttendanceIssueCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for describing types of school attendance issues. | -
hs:SchoolAttendanceIssueCategoryCodeType | hs:SchoolAttendanceIssueCategoryCodeSimpleType | complex_value | 0 | A data type for describing types of school attendance issues. | -
hs:SchoolAttendanceIssueType | nc:ActivityType | object | 2 | A data type for information about issues relating to school attendance. | SchoolAttendanceIssueAugmentationPoint, SchoolAttendanceIssueCategoryAbstract
hs:SchoolClassLetterGradeCodeSimpleType | xs:token | simple_value | 0 | A data type for describing different letter grades assigned for a school class. | -
hs:SchoolClassLetterGradeCodeType | hs:SchoolClassLetterGradeCodeSimpleType | complex_value | 0 | A data type for describing different letter grades assigned for a school class. | -
hs:SchoolClassType | - | object | 5 | A data type for information about specific school classes. | SchoolClassAugmentationPoint, SchoolClassLetterGradeAbstract, SchoolClassName, SchoolClassTeacherFullName, SchoolClassTime
hs:SchoolExpulsionType | nc:ActivityType | object | 2 | A data type for information about an expulsion from school. | SchoolExpulsionAugmentationPoint, SchoolExpulsionWaiverText
